outward,easting,northing,lat,lon,demand
G11,255492,667382,55.877852,-4.311464,172.07447921942742
G12,256190,667475,55.878896,-4.300362,158.39378555241444
G13,254261,668846,55.890628,-4.331904,40.13113220171603
G14,252900,667788,55.880712,-4.353075,121.42012534534537
G15,252117,671120,55.910382,-4.367402,95.86224658817362
G2,258661,665440,55.861359,-4.259842,106.14838046401938
G20,257508,668028,55.884254,-4.279612,100.59991726293734
G21,268860,648160,55.709086,-4.088683,144.69506646309566
G22,260066,669107,55.894692,-4.239307,122.63592744899296
G23,257051,669904,55.900962,-4.287906,132.3417635784993
G3,257166,665479,55.861263,-4.283733,117.2990023474173
G31,261708,664942,55.857775,-4.21094,83.70037954172751
G32,264584,665056,55.859613,-4.165089,135.89652704182805
G33,268272,659908,55.814409,-4.103714,66.32271627665267
G34,266756,666395,55.872235,-4.131074,187.56627395289914
G36T,258176,666184,55.86789,-4.267979,75.71151714953439
G4,259329,666067,55.867182,-4.249505,168.96788655074917
G40,260778,664587,55.854317,-4.225612,84.93364341663008
G41,256903,662755,55.836738,-4.286487,181.39741941669513
G42,258695,662062,55.831044,-4.257539,116.37314520040232
G43,256839,660865,55.819749,-4.286514,48.091521808248935
G44,258914,660684,55.818736,-4.253328,130.33627089951398
G46,258051,663672,55.845306,-4.26866,89.02983134326095
G5,258786,663878,55.847372,-4.257024,96.8244768773408
G51,254806,664407,55.850942,-4.320821,101.60859955992805
G52,254369,666021,55.865298,-4.328672,75.28567751809432
G53,259171,646081,55.687704,-4.241691,278.7475700272208
G60,245563,673344,55.928283,-4.473424,55.63402610938161
G61,255254,671437,55.914188,-4.317429,86.04689472188134
G62,259859,664884,55.856716,-4.240421,73.91243841417115
G63,251382,689066,56.071253,-4.389079,74.51397966504155
G64,275693,648671,55.715478,-3.980253,85.87036522050165
G65,285970,658721,55.808253,-3.820968,88.88138446920965
G66,269668,666626,55.875106,-4.084688,87.79837493779414
G67,275221,673941,55.942265,-3.999374,85.13593620246996
G68,275024,676004,55.960732,-4.003487,149.7299112893429
G69,268408,665320,55.863044,-4.104168,159.772538712031
G71,270086,660347,55.818843,-4.074996,56.16740800667445
G72,265747,659953,55.814124,-4.144003,65.66201358613564
G73,271190,638583,55.62372,-4.047135,202.12453165610796
G74,263568,658536,55.800786,-4.178037,101.08654305660735
G75,262769,654167,55.761335,-4.188577,92.24421246699517
G76,259867,638461,55.619488,-4.226742,56.303648986234
G77,254023,656288,55.777811,-4.328957,166.90435413020415
G78,252426,655235,55.767873,-4.353824,140.58119212641301
G79,266944,664328,55.853728,-4.127065,75.3871407281176
G81,249980,670929,55.908007,-4.401458,114.16474491131
G82,240300,675731,55.947996,-4.55898,140.5314416224639
G83,237113,686249,56.04133,-4.616324,171.12150165385245
G84,228324,684014,56.018194,-4.755805,139.52848407110002
GA12,566488,171744,51.420261,0.39307,59.55310336626383
GL1,383120,217870,51.85917,-2.246506,123.9504252490375
GL10,380237,204807,51.741626,-2.287623,195.84565915297568
GL11,375442,198730,51.68679,-2.356632,76.99028822013173
GL12,373214,194721,51.650641,-2.388556,156.39553821235944
GL13,370278,197175,51.672557,-2.431202,109.92221726418951
GL14,367320,213438,51.818619,-2.475509,103.46445589003051
GL15,363132,210398,51.791026,-2.535939,94.9069455596716
GL16,351130,205448,51.745595,-2.709246,58.13955475069654
GL17,365299,217957,51.859128,-2.505278,117.24012900842176
GL18,346529,204618,51.73771,-2.775755,62.39854457928661
GL19,381697,227917,51.949455,-2.267705,95.6338130406786
GL2,383126,220103,51.879247,-2.246519,138.95275997914808
GL20,391398,234440,52.008336,-2.126723,64.81673553851022
GL29,376024,243736,52.091456,-2.351361,91.76793629280509
GL3,387004,218022,51.860636,-2.190104,140.95796306050553
GL4,387551,251784,52.164199,-2.183406,82.18897769262955
GL5,383338,202093,51.717323,-2.242575,138.33021312452337
GL50,394289,221452,51.891607,-2.084377,129.4138267457656
GL51,396653,219922,51.877867,-2.050014,66.01207713794517
GL52,395009,228222,51.952476,-2.07401,55.17006936067337
GL53,395205,219033,51.86986,-2.071036,85.52398758271063
GL54,410333,224074,51.915114,-1.851165,222.35760466390238
GL55,414728,238793,52.047352,-1.786639,81.53893866941799
GL56,420976,234452,52.008122,-1.695797,211.3058441592526
GL5O,397888,225128,51.924675,-2.032112,162.36490761264758
GL6,387899,204603,51.740011,-2.176645,125.86908813498631
GL7,409203,201432,51.711561,-1.868185,63.357405993578
GL75,415544,205096,51.744357,-1.776254,108.09749196141816
GL8,392453,195650,51.65959,-2.110497,48.036076040837145
GL9,379823,183097,51.546405,-2.29235,60.36955113558101
GU1,497559,149465,51.23604,-0.60394,150.43178077074083
GU10,484125,144939,51.197483,-0.797378,106.44155871825933
GU11,483774,151395,51.255578,-0.800891,144.09513860680408
GU12,487431,158062,51.314969,-0.746863,93.66625767112919
GU13,491298,155514,51.291455,-0.692047,75.44585177485526
GU14,484493,161357,51.345033,-0.788235,64.330177093391
GU15,487205,164792,51.3755,-0.748468,88.3146971930597
GU16,476076,167406,51.400603,-0.907767,104.35947923044316
GU17,484659,159588,51.329106,-0.786273,71.22945211689029
GU18,492752,162221,51.351509,-0.669453,74.34518793973918
GU19,491409,163248,51.360956,-0.688481,81.40932750504206
GU2,498583,150373,51.244027,-0.589014,119.68024724737182
GU20,493409,164033,51.367693,-0.659557,257.0232528445317
GU21,495468,157894,51.31216,-0.631626,108.81672826993953
GU22,501309,158254,51.314394,-0.547744,135.8581951929684
GU23,503752,156517,51.29834,-0.513206,95.1329273752032
GU24,496089,159849,51.329634,-0.622195,82.58158959620812
GU25,499544,168613,51.407818,-0.570176,78.00879511250284
GU26,487231,135533,51.112464,-0.755213,79.19537595177322
GU27,490172,132313,51.083059,-0.714011,65.32132628137755
GU28,492139,138762,51.140724,-0.684291,147.52529726056534
GU29,488716,121083,50.982325,-0.737538,101.31972838456255
GU3,494955,150546,51.246193,-0.640935,98.6418740372528
GU30,484449,129736,51.060762,-0.796301,116.37351397625153
GU31,456960,120760,50.983433,-1.189919,95.81522463430017
GU32,473295,124284,51.013271,-0.956527,71.44150333366564
GU33,481629,132476,51.085801,-0.835914,86.88936783209097
GU34,468089,154604,51.286514,-1.024998,56.962988758131274
GU35,481348,140751,51.160234,-0.838053,93.46368065310057
GU3O,483920,131328,51.075147,-0.803479,75.53523069996288
GU4,501828,150105,51.241042,-0.542617,101.41329461442162
GU45,480224,160288,51.336034,-0.849761,78.07080527678512
GU46,481247,160448,51.337335,-0.835041,162.2844837341846
GU47,484016,161688,51.348074,-0.794998,74.04489067108052
GU5,503263,147569,51.217995,-0.522797,97.31115497905942
GU51,480626,155985,51.297301,-0.844959,86.81823732138952
GU52,481094,152426,51.265238,-0.839058,121.2104180242104
GU53,481072,152296,51.264065,-0.839403,171.9379948662495
GU54,657512,880016,57.735928,2.324725,58.104832012488195
GU6,506516,143503,51.180844,-0.477447,63.3061061757521
GU7,495443,146400,51.20884,-0.635043,70.5769526218832
GU8,492987,139585,51.147985,-0.67196,156.4440892646091
GU9,482481,145981,51.20709,-0.820662,70.16534788054787
HA0,517540,184990,51.551574,-0.306088,209.45258903282976
HA1,514486,190573,51.602379,-0.348306,86.40603141921518
HA2,511830,184968,51.552535,-0.388424,74.54690652534727
HA3,516530,191066,51.606388,-0.318648,80.72639513317856
HA4,507422,190130,51.599783,-0.4504,110.44812793137314
HA5,511112,190484,51.602256,-0.397028,110.44919491482514
HA6,509602,191519,51.611849,-0.418507,68.68473171576939
HA7,517205,192084,51.615398,-0.308559,114.91025397725201
HA8,519935,191704,51.611406,-0.269283,98.83444113155126
HA9,518868,187389,51.57285,-0.286143,209.36774986338102
HD1,413328,417165,53.65084,-1.799828,105.21727382951272
HD2,416569,410946,53.59485,-1.751129,113.92749140902569
HD3,411454,417059,53.649931,-1.828188,148.65619359247685
HD4,414290,413584,53.618623,-1.785434,76.59294136129738
HD5,416945,416501,53.644764,-1.745145,66.817505668207
HD6,414788,422006,53.694307,-1.777518,123.3171132846675
HD7,408702,415343,53.634553,-1.869872,228.36430935402535
HD8,421127,412763,53.611017,-1.682142,132.64252896744918
HD80,419124,414564,53.627278,-1.712313,97.48915653767102
HD9,413959,409219,53.579403,-1.790641,49.97364523032583
HE21,455296,451648,53.957992,-1.158785,81.9144435019059
HG1,429674,461976,54.052912,-1.548229,88.2254470200111
HG2,435137,447486,53.922351,-1.466459,122.98622118495895
HG3,425010,455225,53.992487,-1.620019,101.13015592272927
HG4,429098,475653,54.175864,-1.555721,86.10121725920226
HG41,431360,471888,54.141889,-1.521464,96.06739722775345
HG5,435405,457524,54.012545,-1.461207,128.23678345359687
HP1,504404,208015,51.761112,-0.488608,68.16686417950294
HP10,490400,190475,51.605873,-0.696003,104.48031726089508
HP11,487568,192017,51.620185,-0.736496,119.02252530473523
HP12,485767,192731,51.626873,-0.762337,109.28544449182208
HP13,485016,201271,51.703756,-0.771109,94.52871458575734
HP14,482870,195790,51.654805,-0.803452,95.81958366774164
HP15,489331,196768,51.662607,-0.709833,93.58436402344248
HP16,489406,202469,51.713845,-0.707289,151.34530045782856
HP17,475452,218680,51.861627,-0.905701,106.04666768712174
HP18,471732,210882,51.792009,-0.96132,96.0918002587104
HP19,481059,214049,51.819212,-0.825376,89.18434533905855
HP2,506232,209563,51.774675,-0.461665,81.4201839310465
HP20,482574,211774,51.798542,-0.803941,118.35270264763939
HP21,480671,213240,51.811994,-0.831193,102.47197394899838
HP22,485571,212052,51.800588,-0.760422,136.87269066192295
HP23,487197,227324,51.937611,-0.733001,121.76957521298064
HP27,480678,202590,51.716253,-0.833553,86.18926017075641
HP3,505966,205404,51.737348,-0.466788,68.4522555787818
HP4,499319,209434,51.774784,-0.561853,132.48276601006054
HP5,496703,202171,51.709959,-0.601779,43.199912832657056
HP6,497290,198711,51.678754,-0.594245,76.35743357214353
HP7,496725,197342,51.666545,-0.6028,71.89995852329079
HP8,499162,194164,51.63756,-0.568472,147.4160760797532
HP9,494524,190637,51.606651,-0.636422,106.18247475323696
HR1,356011,243141,52.084875,-2.643374,129.75694996359454
HR2,347549,236151,52.021301,-2.765777,105.22496324260398
HR3,324950,244096,52.090113,-3.096811,92.22269616312487
HR4,347469,244585,52.097109,-2.768243,116.7653815005776
HR5,336182,260150,52.235843,-2.935926,140.5859799518184
HR6,353552,260818,52.243589,-2.681684,77.24847784627661
HR7,364962,257032,52.210401,-2.514187,125.50144831782136
HR8,369469,237792,52.037695,-2.446503,103.99224422388558
HR9,359686,223404,51.907714,-2.587424,103.92749542562316
HS1,142651,933072,58.21101,-6.383043,138.23587680602225
HS2,148301,912949,58.034044,-6.265529,138.66323287667558
HS3,112630,896279,57.863205,-6.847256,131.90475505280395
HS4,121516,896548,57.871234,-6.698328,101.82455668547776
HS5,102797,885434,57.759742,-6.998868,112.67206699731945
HS6,87403,873842,57.645598,-7.241453,97.82749392573285
HS7,78368,853045,57.453262,-7.364657,116.18296748747665
HS8,77893,824110,57.194146,-7.334777,90.07961790689974
HS9,66586,800348,56.973603,-7.489441,50.04784409548849
HU1,503784,431165,53.766528,-0.426971,120.41790662647627
HU10,502187,425487,53.715825,-0.453064,114.07256146324613
HU11,517566,438226,53.827032,-0.215296,57.90019282431912
HU12,528261,425107,53.706663,-0.058358,35.90868333775117
HU13,503210,426484,53.724579,-0.437232,107.22616240017435
HU14,499277,426787,53.728069,-0.496725,143.2916593874018
HU15,491418,428948,53.748925,-0.615168,125.29673389542681
HU16,504052,438177,53.829476,-0.420544,63.14439174482829
HU17,503775,440839,53.853442,-0.423857,102.80035024084117
HU18,520554,447789,53.912261,-0.16617,58.886584706567156
HU19,534245,427534,53.726963,0.033285,107.89744252277218
HU2,509455,429468,53.75012,-0.341585,117.13246225229356
HU20,497591,433496,53.788664,-0.520158,67.40587725364642
HU3,507601,429041,53.746673,-0.369823,111.78822928194383
HU4,505765,428430,53.741556,-0.397861,59.373073597464085
HU5,506907,430562,53.760481,-0.379824,131.8116311759665
HU6,508091,431988,53.773046,-0.361369,121.61153400710553
HU7,501314,438880,53.836328,-0.461903,78.90740517238783
HU74U,513504,431336,53.766035,-0.279526,104.39097518710541
HU8,512135,431383,53.766758,-0.300255,82.1448847459317
HU9,512685,441091,53.853854,-0.288368,136.53961346376917
HX1,408262,424917,53.720616,-1.876276,89.79182499023986
HX2,405894,425661,53.727341,-1.91214,71.43043205382324
HX29,407568,425872,53.729207,-1.886772,90.63356542640275
HX2O,409744,427592,53.744631,-1.853738,97.26362865322375
HX3,412001,421022,53.685537,-1.819766,93.9217091480363
HX35T,208208,791976,56.979045,-5.15758,102.64875468869845
HX4,408308,420683,53.682558,-1.875687,70.77616739108689
HX5,410656,467431,54.102676,-1.838534,104.26360628710411
HX6,405480,415389,53.635012,-1.918587,76.78823885534314
HX7,399132,427084,53.740159,-2.014628,110.70078298601406
I75P,604496,241432,52.033587,0.979884,127.89933101745841
IG1,543389,189159,51.583059,0.068189,119.4978026435016
IG10,542921,196282,51.647186,0.064344,97.1267948628517
IG11,538820,196527,51.650415,0.005204,108.79462593515095
IG2,544695,188261,51.574656,0.086649,120.65739494512222
IG3,531410,212499,51.79572,-0.095823,123.73107265567236
IG4,542243,188787,51.580003,0.051504,84.37711006857842
IG5,542980,189505,51.586275,0.062429,57.704648539533096
IG6,544446,190771,51.597274,0.084099,109.22024981533166
IG7,545147,192401,51.611738,0.094878,74.65935328867268
IG74,545648,192416,51.611742,0.102113,83.46945640554765
IG8,541188,191728,51.606697,0.037478,99.70698531351084
IG9,542027,196659,51.6508,0.051582,115.58653108599795
IM1,237900,475554,54.150172,-4.483535,80.5196916939517
IM2,237117,476518,54.158581,-4.496039,65.49638706972378
IM3,239997,477950,54.172345,-4.452734,139.70090530408046
IM4,235349,479745,54.186992,-4.524851,84.09961319533515
IM5,223557,481140,54.195592,-4.706163,86.89350110926196
IM6,232056,490973,54.286727,-4.58155,145.1559928632974
IM7,242825,495696,54.332561,-4.41876,77.45739248437118
IM8,244715,494621,54.32349,-4.389166,82.79936568221773
IM9,224520,469639,54.092672,-4.684725,59.069268848111825
IP1,612016,248243,52.09192,1.093574,92.6679247464251
IP10,624729,240078,52.013616,1.273469,94.63570363928939
IP11,623664,233940,51.958953,1.253979,96.15769242973582
IP12,627099,248378,52.087154,1.313454,59.526840668601636
IP13,621259,262779,52.21878,1.237743,147.81733916924205
IP14,607505,263607,52.231567,1.037217,104.9254142333884
IP15,645974,257002,52.156477,1.594636,86.75819042126604
IP16,637636,265436,52.235812,1.478893,70.32171847734848
IP17,636309,266356,52.244635,1.460144,88.87528887657729
IP18,649983,275570,52.321275,1.666834,96.36860450811655
IP19,624696,282362,52.393161,1.301015,101.80464603234647
IP2,611797,248406,52.093465,1.090488,138.32435888332097
IP20,626659,283564,52.403137,1.330633,90.1790036280132
IP21,614294,276488,52.344595,1.144649,86.76161259214271
IP22,602889,283130,52.408561,0.981481,136.70780371985757
IP23,608881,270330,52.291401,1.061485,114.4230264983876
IP24,586226,282689,52.410527,0.736577,179.2765498395442
IP25,581357,302142,52.586848,0.675658,75.44774172480697
IP26,565884,287327,52.458719,0.440107,178.01316942482765
IP27,574028,287676,52.459323,0.560023,77.75002112236851
IP28,571802,273140,52.329473,0.519852,102.13407289636416
IP29,581434,259657,52.205289,0.653795,189.35214934429345
IP3,613021,246967,52.080076,1.107421,98.96886564083275
IP30,590645,258588,52.192587,0.787826,92.61578823931234
IP31,593429,270281,52.296608,0.835199,111.56330839744868
IP32,586908,265567,52.256538,0.737081,180.44712361530915
IP33,584902,264132,52.244329,0.706937,155.0631192663252
IP4,616483,244127,52.053244,1.156078,91.27367514185204
IP5,622493,245396,52.062256,1.244404,116.9805200227459
IP6,612577,254340,52.146438,1.105564,97.36823494723274
IP7,596068,243128,52.05186,0.858164,182.8613745966457
IP8,610669,245849,52.07094,1.07246,101.78302145601448
IP9,606115,244373,52.059394,1.00523,69.25223724041606
IV1,265786,849150,57.512566,-4.242069,98.2505564633575
IV10,273380,857697,57.591472,-4.119871,131.03205105355678
IV11,277624,866620,57.672738,-4.053444,29.985426449725868
IV12,292231,822260,57.278208,-3.789103,141.7433003532526
IV13,278748,826868,57.316192,-4.014849,83.355409471754
IV14,247954,863386,57.634676,-4.54834,130.26528634249962
IV15,256296,860010,57.607116,-4.406767,85.2950755952273
IV16,257472,865768,57.659158,-4.3905,101.96894412033699
IV17,267771,869590,57.69661,-4.220132,87.0655789363317
IV18,271972,869684,57.698667,-4.149761,69.63996028972555
IV19,275084,882172,57.811642,-4.10408,80.15014614904747
IV2,269602,844091,57.468273,-4.175721,90.78483314215188
IV20,287434,880373,57.798773,-3.895527,82.66088145037452
IV21,177129,877940,57.735684,-5.74565,116.07099451465454
IV22,193488,873106,57.700162,-5.46729,79.71570251625255
IV23,220738,878645,57.761545,-5.014884,115.30715545071111
IV24,258237,891110,57.886835,-4.392678,107.28594069106
IV25,279740,891469,57.896369,-4.030478,110.41027544737953
IV26,220512,862446,57.616154,-5.006622,83.26041483860081
IV27,233661,935352,58.275234,-4.838018,73.24279847412541
IV28,272604,901956,57.98851,-4.156418,179.50083230296042
IV3,275123,819768,57.251483,-4.071396,100.59344779705937
IV30,318978,862742,57.647272,-3.359058,95.03610005010177
IV31,348186,768720,56.807087,-2.850148,115.13130370728841
IV32,334304,859377,57.619544,-3.101444,79.6351362020504
IV33,327688,849392,57.528862,-3.209201,66.18383262180484
IV35,289476,870932,57.714517,-3.856837,77.67262317532953
IV36,304447,859404,57.614449,-3.601081,127.36966814781864
IV4,241223,840394,57.426053,-4.645943,104.11333717397446
IV40,175533,829664,57.30218,-5.727922,181.42167648544537
IV41,175393,826392,57.272775,-5.727263,118.82710389011157
IV42,173902,822981,57.241467,-5.748822,104.20807206599605
IV43,213013,836424,57.379703,-5.11201,64.27744250604512
IV44,164160,810844,57.127777,-5.898379,61.9714387651774
IV45,187728,814696,57.173806,-5.513125,159.81643840017284
IV46,158616,809912,57.116548,-5.988833,60.73382786112824
IV47,140566,828235,57.270856,-6.305147,90.5054047470304
IV48,153224,832208,57.313458,-6.099776,106.93405376473272
IV49,160781,823502,57.239473,-5.966204,130.23313759074856
IV5,255040,845496,57.476453,-4.419115,92.91836011205797
IV51,163632,825775,57.26132,-5.921259,202.62717405864413
IV52,180302,832879,57.333323,-5.651789,112.141782146763
IV53,186333,834303,57.348948,-5.553054,106.25114793667738
IV54,186003,843902,57.434858,-5.566882,115.53910923446973
IV55,125678,846308,57.424003,-6.571357,65.87832504588681
IV56,135568,837760,57.3533,-6.397981,119.80756137279813
IV6,241116,853702,57.545423,-4.656389,112.5818816009168
IV63,237152,821555,57.255576,-4.701213,82.76580477310644
IV7,264318,861743,57.625149,-4.273599,77.42007774322292
IV8,264306,852779,57.544698,-4.268787,98.85971680257073
IV9,270027,854830,57.564782,-4.174368,139.55640242710692
J1T,405528,488984,54.296455,-1.916572,134.02665163613955
KA1,242080,635821,55.590345,-4.507381,82.20531123522076
KA10,262047,575128,55.051446,-4.160969,75.30139453764832
KA11,234990,637459,55.602697,-4.620733,103.35625131190295
KA12,231963,639418,55.619237,-4.669927,46.575024171196056
KA13,236209,644981,55.670619,-4.605896,108.59234492606413
KA14,231912,654501,55.754594,-4.679989,99.92039937764919
KA15,234319,652484,55.737322,-4.640455,87.02183325393844
KA16,253272,637176,55.606005,-4.330695,91.85178468984626
KA17,256555,639589,55.628653,-4.279883,96.19988146922246
KA18,260584,619482,55.449292,-4.205803,147.06449135664917
KA19,227279,640204,55.624658,-4.744706,137.29214345200694
KA2,238790,637295,55.602494,-4.560386,220.56674348136482
KA20,226421,642229,55.642521,-4.75959,99.15189709761849
KA21,224856,642048,55.640332,-4.784313,71.58078500013197
KA22,223128,642738,55.645904,-4.812175,70.73333836646312
KA23,221074,648596,55.697717,-4.848586,58.14156912570384
KA24,229838,650064,55.714045,-4.710229,95.48095992982128
KA25,231520,654480,55.754266,-4.686215,90.11881727302648
KA26,218282,593275,55.200228,-4.856814,79.73471611969342
KA27,198488,631396,55.534556,-5.194788,71.47789240058658
KA28,216306,654990,55.753312,-4.928644,66.43764636963942
KA29,220940,655260,55.757467,-4.855086,64.4857543892917
KA3,242791,643395,55.658558,-4.500442,108.49166940549333
KA30,246515,610410,55.363643,-4.423039,114.1267869364833
KA4,251124,635293,55.588448,-4.363733,142.34727932797347
KA5,244148,629873,55.537611,-4.471255,161.6444036501346
KA6,241720,617541,55.426135,-4.502648,112.4454346850745
KA7,233230,620407,55.44904,-4.638366,102.25051217451089
KA74E,232824,619432,55.440147,-4.644202,90.65170439820642
KA8,234929,622677,55.469994,-4.612881,73.64112000387397
KA9,235411,626209,55.501859,-4.607369,85.21857016537774
KT1,518297,168967,51.4074,-0.300548,132.0258900102532
KT10,514910,164576,51.368635,-0.350641,164.32470776330143
KT11,511231,160365,51.331518,-0.404775,86.1670516905165
KT12,509862,168445,51.404405,-0.421936,89.51361949208561
KT13,507001,170383,51.422373,-0.462455,83.77812009982026
KT14,501875,191388,51.612124,-0.530093,104.08569351351285
KT15,501973,162863,51.3557,-0.536911,108.36977428904846
KT16,503072,165522,51.379401,-0.520362,159.97362924282564
KT17,522627,161324,51.337796,-0.240955,78.62888709711267
KT18,521121,158979,51.31704,-0.263361,91.84486113956049
KT19,520787,162391,51.347777,-0.266986,91.80021151992426
KT2,518994,170137,51.417775,-0.290129,120.84145401985302
KT20,523401,155177,51.282377,-0.231966,167.3824674432651
KT21,512581,156221,51.294002,-0.386724,90.19844866936495
KT22,515907,157069,51.300959,-0.338759,84.17310489787559
KT23,513408,157871,51.308666,-0.374343,89.5286228396453
KT24,509472,154625,51.280262,-0.431772,81.48217524164141
KT3,521366,168338,51.401106,-0.256651,168.0475469608039
KT4,522220,165753,51.377689,-0.245272,98.11698388318752
KT5,518039,171233,51.427825,-0.303501,94.85111634196822
KT6,518332,166675,51.386799,-0.300804,69.88678864831337
KT7,516259,167151,51.391502,-0.330431,162.86940661952792
KT8,515091,168018,51.399532,-0.346932,49.26107966875013
KT9,518319,164236,51.36488,-0.3018,137.70763451833994
KW1,336445,955402,58.482176,-3.091608,89.97725523019425
KW10,283522,900090,57.974761,-3.970954,78.53279446381751
KW11,280357,937341,58.308285,-4.043511,88.82235217264676
KW12,309628,955150,58.475171,-3.551233,235.24255460878663
KW13,289360,949964,58.423948,-3.896042,64.61186728863149
KW14,300653,937944,58.318756,-3.697593,121.28855254849609
KW15,344830,1010982,58.982399,-2.961519,82.79227760473364
KW16,325645,1009218,58.963653,-3.294591,66.69111024205003
KW17,346112,1013678,59.006773,-2.939879,108.88810890436487
KW2,333416,939460,58.338571,-3.138917,86.57467037950906
KW3,324808,935895,58.305167,-3.284728,142.34902455942893
KW4,311541,968173,58.592482,-3.523511,107.44476126252249
KW5,321208,935880,58.304398,-3.346138,83.92809710576967
KW6,316237,929842,58.249264,-3.428744,138.5067726162854
KW7,324716,945468,58.391104,-3.289433,208.27358018841852
KW8,302867,915423,58.117067,-3.650409,70.67268137043719
KW9,290408,904280,58.014124,-3.856555,132.30762224116395
KY1,330513,694426,56.137459,-3.1197,109.379229866656
KY10,358171,705619,56.241245,-2.676472,76.99168454706499
KY11,316074,681640,56.020299,-3.347953,90.01173312385781
KY12,308451,692380,56.115359,-3.473874,136.98306838995043
KY13,310708,702650,56.208027,-3.441035,86.24635680734895
KY14,329120,688046,56.079949,-3.140407,131.54909095659409
KY15,333759,711783,56.293838,-3.071814,83.05486974821807
KY16,339315,693432,56.129737,-2.97786,106.03433341064901
KY2,326565,693143,56.125347,-3.182856,78.05863920050304
KY3,323639,686270,56.063146,-3.227948,108.50699523583994
KY4,315847,692448,56.117335,-3.35499,126.06925368389639
KY5,318269,695627,56.146307,-3.317019,104.9831332274634
KY6,325525,700996,56.195719,-3.201783,75.06262889776669
KY7,328690,701565,56.201315,-3.150939,58.81432510351934
KY8,337340,703238,56.217567,-3.011946,120.42574136464637
KY9,349320,700040,56.190268,-2.818193,88.43971795288994
L05,334632,391064,53.412334,-2.984882,100.37798346257847
L1,335493,390904,53.411008,-2.971896,66.26362302567809
L10,338895,397347,53.469313,-2.921979,116.22406414781472
L11,342346,395784,53.455663,-2.869698,150.95450929633384
L12,350345,394754,53.447218,-2.74909,54.71592577791533
L13,351450,383236,53.3438,-2.730686,146.39143984464664
L14,345281,390936,53.412401,-2.824664,86.85404959130354
L15,338900,389304,53.39703,-2.920329,148.72865402961833
L16,339939,390071,53.404049,-2.904855,148.70830721015219
L17,337509,387208,53.378036,-2.94083,86.3165424715214
L18,339689,387359,53.379645,-2.908101,154.4471136766913
L19,340157,385254,53.360774,-2.900656,64.99305025484658
L19B,340552,384872,53.357385,-2.894664,140.86007993330833
L2,334302,390472,53.406974,-2.989711,158.42863228569996
L20,335713,394091,53.439678,-2.969233,91.20648713122836
L21,337967,392133,53.422354,-2.934918,66.92905347845779
L22,332366,398719,53.480848,-3.020604,61.19294471389487
L23,334277,399614,53.489136,-2.992003,54.08033192775517
L24,344953,383179,53.342649,-2.828253,125.57073831381021
L25,343011,391702,53.419047,-2.858944,87.36727409708327
L26,345197,386560,53.373062,-2.825168,88.31258726046106
L27,339278,362308,53.154449,-2.909486,63.660956840759106
L28,342924,394140,53.440943,-2.860709,66.662074664012
L29,340098,396128,53.458496,-2.903616,149.22709071784354
L3,339646,390733,53.409957,-2.909388,101.50776429600141
L30,336532,399590,53.489193,-2.958016,141.5245847708945
L31,337568,402072,53.511627,-2.942908,160.95557534310444
L32,343693,405549,53.543566,-2.851179,95.83025202394633
L33,343952,398361,53.478995,-2.845984,152.82585641656934
L34,347366,393091,53.431982,-2.793656,123.68090959972679
L35,348378,391501,53.417791,-2.778168,117.8847533171552
L36,343464,391219,53.414756,-2.852056,109.21461289193297
L37,329519,407422,53.558684,-3.065453,148.19812680544456
L38,332998,405242,53.539547,-3.012487,99.2911189468705
L39,340920,407238,53.558444,-2.893337,114.13599616355437
L4,337477,396214,53.458969,-2.943111,64.48830971651851
L40,353879,409009,53.575661,-2.697988,126.00091241685425
L41,332088,389200,53.395261,-3.022746,83.1482451540946
L42,331776,389352,53.396587,-3.02747,103.92695676619512
L43,329160,387024,53.375319,-3.066281,134.5086350608568
L47,334896,401920,53.509931,-2.983161,163.4006883223515
L5,335099,392236,53.422926,-2.978091,166.5450446115595
L6,337068,391971,53.420786,-2.948421,104.1007124144532
L65,341559,376518,53.282414,-2.877993,97.69383003219143
L69,340702,403311,53.523126,-2.89588,105.55969183725304
L7,337554,390544,53.408022,-2.94082,164.6179674586469
L8,340888,390658,53.409426,-2.890701,128.3101652784905
L85S,335312,387528,53.38064,-2.973928,95.9180520640826
L8H,353944,383512,53.3465,-2.693272,121.766887086062
L9,336380,396850,53.46455,-2.959751,141.3704736779765
L90N,338600,397856,53.473853,-2.926522,100.07697600184345
L96A,338052,395664,53.454088,-2.934344,106.36474176238076
L97L,338776,396952,53.465749,-2.923694,94.30617427585823
LA1,349614,458975,54.024318,-2.770586,121.34918061250187
LA10,378868,464139,54.072762,-2.324432,139.01582569329676
LA11,340305,478882,54.202211,-2.916608,43.2113001121159
LA12,329750,481185,54.221559,-3.078911,90.02825126929469
LA13,321659,469040,54.111262,-3.199817,111.99431670144575
LA14,319378,470601,54.12493,-3.235122,175.56334281420268
LA15,323089,474030,54.156313,-3.179225,115.94584965520119
LA16,321349,477684,54.188884,-3.206813,141.44255889598494
LA17,322939,482603,54.23332,-3.183724,142.54751911877392
LA18,316920,482083,54.227704,-3.275898,91.33417783171949
LA19,310721,488125,54.280951,-3.372752,124.65808296402703
LA2,362164,454291,53.983294,-2.578449,74.37140479150797
LA20,321853,489302,54.293346,-3.202128,86.09449279527684
LA21,329560,496301,54.357362,-3.085394,165.17764969795928
LA22,334791,502542,54.414135,-3.006296,119.1262049967373
